name,host_name,neighbourhood_group,neighbourhood,room_type,price,service_fee,minimum_nights,number_of_reviews,review_rate_number,availability_365
Newly Renovated 2 Bedroom Apt Sleeps 6,Marko,Manhattan,Upper East Side,Entire home/apt,843.0,169.0,2,1,5.0,0
"Centrally located, modern, pleasant 1BR apartment",Orlando,Queens,Elmhurst,Entire home/apt,801.0,160.0,3,20,4.0,101
Small room with private bath in New York,Colin,Manhattan,Harlem,Private room,54.0,11.0,2,18,4.0,38
Greenpoint - Sun Filled Room in Unique Loft Space,Alex,Brooklyn,Greenpoint,Private room,1137.0,227.0,2,15,4.0,65
"Comfy 4br, 2 full baths, 3 fls, 2 living rooms",Hill,Brooklyn,Williamsburg,Entire home/apt,1061.0,212.0,2,100,4.0,201
"âœ¨ Fancy Hipster Brooklyn Apt, Free Cat ðŸ˜»",Katie,Brooklyn,Crown Heights,Private room,1036.0,207.0,2,14,3.0,18
Quiet Cozy Clean Home,Paul,Manhattan,Harlem,Private room,1009.0,202.0,1,0,5.0,21
"Spacious, Beautiful, Private Room",Ardis,Queens,Ditmars Steinway,Private room,1135.0,227.0,4,32,5.0,303
starlight of washington heights,Kenneth,Manhattan,Washington Heights,Private room,604.0,121.0,5,0,2.0,365
Modern & Spacious Apartment in Central Harlem,Diane & Brice,Manhattan,Harlem,Entire home/apt,1059.0,212.0,3,33,3.0,192
Beautiful bright clean room | long term,Neil,Manhattan,Harlem,Private room,672.0,134.0,12,4,1.0,289
Spacious family home with private garden,Catriona,Brooklyn,Crown Heights,Entire home/apt,268.0,54.0,30,1,5.0,0
East Village Bedroom Available,Brent,Manhattan,East Village,Private room,825.0,165.0,2,3,3.0,340
Happy home 2,Raquel,Staten Island,Randall Manor,Private room,79.0,16.0,1,21,5.0,261
"Spacious 2 Bedroom, LES, Amazing Rooftop",Sean,Manhattan,East Village,Entire home/apt,791.0,158.0,1,2,3.0,0
BRIGHT WILLIAMSBURG ROOM WITH BALCONY,Hannah,Brooklyn,Williamsburg,Private room,633.0,127.0,3,3,3.0,47
Exclusive Room with Private Bath in  LES,Warren,Manhattan,Chinatown,Private room,956.0,191.0,4,171,5.0,50
"Cozy room in Williamsburg,only 1 stop to Manhattan",Caroline & Georg,Brooklyn,Williamsburg,Private room,1119.0,224.0,2,2,2.0,0
Beautiful 2br apt. in heart of historic Harlem,Daniela,Manhattan,East Harlem,Entire home/apt,609.0,122.0,2,9,5.0,27
Large Private Bedroom/Woodlawn Location,Camille,Bronx,Wakefield,Private room,785.0,157.0,1,4,3.0,365
BEAUTIFUL Queen Bedroom in Peaceful Green Space,Jackie,Manhattan,Harlem,Private room,1045.0,209.0,4,11,4.0,0
Immaculate Chelsea 1BR w/ Water views + Doorman by Blueground,Blueground,Manhattan,Chelsea,Entire home/apt,173.0,35.0,30,0,2.0,332
Statue of Liberty Views Downtown,Silvia,Manhattan,Battery Park City,Entire home/apt,565.0,113.0,60,4,2.0,253
VIP Pristine Luxury 2BED Prime Midtown west,Pierre,Manhattan,Upper West Side,Entire home/apt,118.0,24.0,1,0,5.0,287
Cozy One bedrooom Suite Mins to JFK Airport,Talia,Queens,Laurelton,Entire home/apt,1023.0,205.0,1,31,3.0,361
*PRIME* The â¤ï¸ of Greenwich Village/SOHO SLEEPS 4,Joy,Manhattan,SoHo,Entire home/apt,536.0,107.0,2,44,4.0,0
Blue Moon Hotel | Bright Classic King Unit,Blue Moon,Manhattan,Lower East Side,Entire home/apt,159.0,32.0,1,4,2.0,355
Crown Heights Guest House 3R3L,Abraham,Brooklyn,Crown Heights,Entire home/apt,487.0,97.0,4,7,5.0,89
"Huge, bright 1 bed w/ priv yard (with a cat!)",Michelle,Brooklyn,Crown Heights,Entire home/apt,958.0,192.0,30,4,4.0,0
Sunny East Village 1 Bedroom,Sarah,Manhattan,East Village,Entire home/apt,919.0,184.0,2,67,1.0,123
$199 SPECIAL VERY QUIET WVILLGMTPKGCHLS 65â€TV/BOSE,Lawrence,Manhattan,Chelsea,Entire home/apt,241.0,48.0,7,6,2.0,136
Steps to Yankee Stadium âš¾ Minutes to Times Square,Tom,Bronx,Concourse,Entire home/apt,499.0,100.0,3,3,3.0,241
"Studio in Norwood, 
FordhamUniv/Montefiore",Samita,Bronx,Norwood,Entire home/apt,560.0,112.0,1,90,5.0,302
Spacious bedroom in a good vibe apartment,Olivia,Brooklyn,Crown Heights,Private room,160.0,32.0,6,5,1.0,301
"CLEAN, QUIET, COMFORTABLE APARTMENT",Samuel,Brooklyn,Prospect-Lefferts Gardens,Private room,466.0,93.0,1,0,5.0,178
æ›¼å“ˆé¡¿æ™¯è‰²è±ªåŽå…¬å¯“,Faye,Manhattan,Hell's Kitchen,Private room,114.0,23.0,10,2,4.0,0
Cozy Apartment in long island city /Astoria,Alejandro,Queens,Long Island City,Entire home/apt,939.0,188.0,7,4,5.0,35
Sunny BK Bedroom with Private Bathroom and Balcony,Ashley,Brooklyn,Clinton Hill,Private room,405.0,81.0,3,0,4.0,0
Wonderful bright Brooklyn apt,Lydia,Brooklyn,Clinton Hill,Entire home/apt,970.0,194.0,5,9,1.0,319
Simple and clean WaHi living room!,Alyssa,Manhattan,Washington Heights,Shared room,1176.0,235.0,1,13,5.0,0
New York City Finest,Maryam,Brooklyn,Bedford-Stuyvesant,Entire home/apt,755.0,151.0,2,115,2.0,358
Newly Renovated Near Central Park,AFI Apartments,Manhattan,Upper East Side,Entire home/apt,332.0,66.0,30,7,4.0,333
Cozy room close to the airport.,Grace,Brooklyn,East New York,Private room,679.0,136.0,1,1,2.0,75
Great Access! Close to station/5line u can use!,Shogo,Queens,Woodside,Private room,350.0,70.0,30,2,2.0,0
Warm and welcoming studio in heart of Chinatown!!!,Emeline,Manhattan,Chinatown,Entire home/apt,346.0,69.0,5,4,5.0,72
"Large, Bright, Open 1-BR Oasis in Gramercy Park",Adam,Manhattan,Flatiron District,Entire home/apt,932.0,186.0,5,7,4.0,1
Hamilton Heights/Harlem Private Bedroom with Roof,Tim,Manhattan,Harlem,Private room,409.0,82.0,3,1,4.0,204
Large Room in Manhattan Steps to Subway,Erik,Manhattan,East Harlem,Private room,984.0,197.0,1,29,2.0,247
Best Futon in Brooklyn/ Minimal Apt,Ashton,Brooklyn,Crown Heights,Private room,541.0,108.0,1,70,5.0,1
New york Multi-unit building,Nubia,Queens,Maspeth,Shared room,1075.0,215.0,1,0,5.0,47
Sunny 1BR Overlooking Prospect Park,Debbie,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,143.0,29.0,30,2,1.0,230
"East Village Studio, New York like in the Movies",Jennifer,Manhattan,East Village,Entire home/apt,833.0,167.0,3,6,5.0,34
Room in Big Apartment Available in Flatbush,Juli,Brooklyn,Flatbush,Private room,78.0,16.0,7,0,5.0,0
Harlem Historian/Musician near Columbia Room 2,Karen,Manhattan,Harlem,Private room,810.0,162.0,3,4,3.0,21
Sunny Room w workspace available!,Mireille,Manhattan,Midtown,Private room,553.0,111.0,5,8,3.0,0
Bright/Cozy 1 Bedroom Condo in Heart of Brooklyn!,Daniel,Brooklyn,Bedford-Stuyvesant,Entire home/apt,837.0,167.0,4,141,4.0,189
Cozy Room in Hell's kitchen,Flavien,Manhattan,Hell's Kitchen,Private room,720.0,144.0,5,0,2.0,90
Cozy Room in uptown Manhattan,Josefina,Manhattan,Washington Heights,Private room,421.0,84.0,5,74,4.0,324
"Luxury Brooklyn brownstone, modern with backyard",Andy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,465.0,93.0,2,5,5.0,3
Upper West Side NYC Studio Apartment,Amelia,Manhattan,Upper West Side,Entire home/apt,1068.0,214.0,3,1,2.0,0
Stylish Manhattan studio apt on 1st floor,Jessica,Manhattan,Harlem,Entire home/apt,257.0,51.0,1,11,4.0,55
Modern UWS 3 bedroom flat with stunning views,Raoul,Manhattan,Upper West Side,Entire home/apt,427.0,85.0,45,2,3.0,0
private room in the Bronx,Junior,Bronx,Clason Point,Private room,544.0,109.0,1,2,3.0,88
Stunning Brooklyn Suite,Anthony,Brooklyn,Canarsie,Entire home/apt,784.0,157.0,3,13,2.0,0
Cozy Studio In Crown Heights,Kyle,Brooklyn,Crown Heights,Entire home/apt,361.0,72.0,2,85,3.0,272
Beautiful apartment in the heart of The Village,Lorena,Manhattan,East Village,Entire home/apt,829.0,166.0,1,178,3.0,320
Huge 1 Bedroom Apartment,Jacob,Manhattan,Inwood,Entire home/apt,779.0,156.0,14,2,2.0,0
"Sunny,  spacious 2 bdrm in Park Slope w/ parking",Bert,Brooklyn,Park Slope,Entire home/apt,706.0,141.0,4,2,4.0,0
1 Bedroom Presidential at Wyndham Midtown 45,Chayla,Manhattan,Midtown,Private room,853.0,171.0,2,1,3.0,365
Private 2 BR Suite and Sleep/Play Attic Loft w/AC,Lydia,Brooklyn,South Slope,Private room,397.0,79.0,2,32,2.0,0
"Sunny, Spacious and Perfect Village Location",Christine,Manhattan,Greenwich Village,Entire home/apt,232.0,46.0,4,42,5.0,117
Beautiful Union Square Studio (great for WFH ),Shail,Manhattan,East Village,Entire home/apt,507.0,101.0,30,16,3.0,4
The Penthouse/Bryant Park,Ned,Manhattan,Midtown,Entire home/apt,661.0,132.0,2,16,3.0,240
Bedroom with terrace in the heart of Clinton Hill,Camille,Brooklyn,Clinton Hill,Private room,724.0,145.0,21,15,5.0,89
Private bedroom in Morningside Heights,Sai Swaroop,Manhattan,Morningside Heights,Private room,402.0,80.0,5,0,1.0,0
"Relaxing, modern Upper East Side Apt with terrace",Carrie,Manhattan,Upper East Side,Entire home/apt,308.0,62.0,1,16,4.0,0
Brand New Private Room in Heart of Brooklyn,Lawrence,Brooklyn,Bushwick,Private room,191.0,38.0,2,7,5.0,36
Beautiful Upper East Side 1 bedroom,Christie,Manhattan,Upper East Side,Entire home/apt,546.0,109.0,3,0,5.0,0
Beautiful room in renovated Manhattan apartment,Geraldo,Manhattan,Washington Heights,Private room,783.0,157.0,5,2,3.0,0
Private bedroom in large sunny 3 BR/2BA,Jennifer,Brooklyn,Crown Heights,Private room,692.0,138.0,1,3,3.0,179
SUNNY STUDIO MIDTOWN EAST W/DOORMAN,Maria,Manhattan,Midtown,Entire home/apt,59.0,12.0,5,116,2.0,24
Amazing Bright bedroom in Harlem,Simone,Manhattan,Harlem,Private room,601.0,120.0,4,20,3.0,301
Peaceful Room in Sunny Bohemian Apartment,Kim,Brooklyn,Bedford-Stuyvesant,Private room,1079.0,216.0,14,38,4.0,45
MONTHLY PRICE- Perfect for one person in Astoria,Luiza,Queens,Astoria,Private room,842.0,168.0,15,23,5.0,31
Your spacious East village apartment,Zander,Manhattan,East Village,Entire home/apt,224.0,45.0,30,73,2.0,0
Artist Private Studio,Natalie,Manhattan,East Harlem,Entire home/apt,493.0,99.0,3,33,4.0,337
Light-Filled Loft (Morgan L),Dom,Brooklyn,Williamsburg,Private room,107.0,21.0,3,10,4.0,281
I Love NY Studio Deluxe,Jules,Manhattan,Chelsea,Entire home/apt,1074.0,215.0,3,115,3.0,90
Private Apartment/ Shared Bathroom 628,Raquel,Manhattan,Midtown,Private room,209.0,42.0,1,1,2.0,58
Spacious room near subway,Heidi,Queens,Ridgewood,Private room,936.0,187.0,1,0,5.0,165
Brand New Beautiful Duplex Apartment with Garden,Chelsea,Brooklyn,Greenpoint,Entire home/apt,586.0,117.0,2,20,5.0,247
Spacious and Sunny Duplex with Deck,Michal And John,Brooklyn,Red Hook,Entire home/apt,469.0,94.0,3,7,2.0,90
HOSTEL MY REFUGE PAISA  (Camarote#1 arriba),Albeiro Y Katalina,Queens,East Elmhurst,Shared room,963.0,193.0,1,1,2.0,91
Sonder | Hanover Square | Airy 1BR + Rooftop,Sonder,Manhattan,Financial District,Entire home/apt,552.0,110.0,29,1,3.0,220
Prime Williamsburg Location! 10 min from Manhattan,Marco,Brooklyn,Williamsburg,Private room,626.0,125.0,3,65,4.0,24
"1 Private Bedroom in Bay Ridge, Brooklyn",Alexandra,Brooklyn,Bay Ridge,Private room,308.0,62.0,2,15,2.0,157
Sonder | The Nash | Vibrant Studio + Rooftop,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,649.0,130.0,29,1,5.0,220
"Beautiful Lofty Apt,  Heart of Williamsburg, BK",Simon & Jessie,Brooklyn,Williamsburg,Entire home/apt,399.0,80.0,7,36,5.0,62
Super Bowl Wknd! 3-Bedroom Apt UWS,Sam,Manhattan,Upper West Side,Entire home/apt,710.0,142.0,1,0,3.0,215
"Artistic, Cozy Room in Williamsburg",Emily,Brooklyn,Williamsburg,Private room,617.0,123.0,1,0,1.0,90
Private room in 2 bdrm apt. Near Gateway Ctr. Mall,Shola,Brooklyn,East New York,Private room,583.0,117.0,1,3,4.0,281
Big quiet Sunny room in Upper East Side,Aaron,Manhattan,East Harlem,Private room,559.0,112.0,1,41,2.0,355
Crisp Private Room in Artist Flat w/Rooftop Patio,Ariel,Brooklyn,Bedford-Stuyvesant,Private room,1003.0,201.0,2,22,3.0,148
Sunny and charming Soho 1 bedroom,Tanja,Manhattan,Nolita,Entire home/apt,1101.0,220.0,3,10,1.0,177
Airy Bushwick Home with Back Yard,Jaxyn,Brooklyn,Bushwick,Entire home/apt,170.0,34.0,30,0,5.0,0
"Sunny, Charming, and Zen",Scott,Manhattan,East Village,Entire home/apt,312.0,62.0,1,6,4.0,275
Private Room By Central Park,Unknown Host,Manhattan,Upper West Side,Private room,131.0,26.0,1,52,3.0,198
Private & Neat Full Apartment w/ Kitchen + Bath!,Christina,Manhattan,Harlem,Private room,293.0,59.0,1,3,3.0,15
"Sohotel, Premium King",Sohotel,Manhattan,Little Italy,Private room,1047.0,209.0,1,105,5.0,331
Studio in central historical Harlem,Martina,Manhattan,Harlem,Entire home/apt,833.0,167.0,1,1,1.0,16
Perfect bedroom. Near Subways Columbia CityCollege,Federico,Manhattan,Harlem,Private room,898.0,180.0,2,18,2.0,0
Sunny Greenpoint 1 Bedroom with vintage feel,Nick,Brooklyn,Greenpoint,Entire home/apt,75.0,15.0,3,6,3.0,43
Private Large Bedroom in Trendy Williamsburg Loft,Sam,Brooklyn,Williamsburg,Private room,751.0,150.0,8,44,2.0,0
Private Apt~Patio~Prospect Park~Staycation~Oh My!!,Smith,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,350.0,70.0,2,33,2.0,297
"Simple, Spacious Studio With Rooftop Access",Deena,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1121.0,224.0,1,2,2.0,63
"Nice renovated apt, prime location!",Jones,Manhattan,Upper West Side,Entire home/apt,61.0,12.0,30,48,3.0,276
Trendy Stylish Chic Loft in Greenpoint!,Michael,Brooklyn,Greenpoint,Shared room,894.0,179.0,3,4,2.0,0
2 Beautiful Large Rooms/Fort Greene,Hannah,Brooklyn,Fort Greene,Private room,243.0,49.0,10,1,4.0,0
Clean and comfy bedroom in the waste free home.,Dana,Queens,Ridgewood,Private room,91.0,18.0,2,4,3.0,293
"Funky 3 Bedroom Duplex in hip Greenpoint, Brooklyn",Michael,Brooklyn,Greenpoint,Entire home/apt,847.0,169.0,2,35,2.0,0
Cheery Brooklyn Heights Studio!!,Gillian,Brooklyn,Brooklyn Heights,Entire home/apt,1161.0,232.0,5,110,3.0,218
New York City Finest,Maryam,Brooklyn,Bedford-Stuyvesant,Entire home/apt,859.0,172.0,2,48,5.0,104
Spacious 2BR apt with deck,Darius,Brooklyn,Williamsburg,Entire home/apt,665.0,133.0,1,1,2.0,245
Luxury 2 Bedroom Apartment in Williamsburg,Yazmin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,309.0,62.0,2,95,5.0,48
Suite1442,Norga,Brooklyn,Bedford-Stuyvesant,Entire home/apt,323.0,65.0,30,144,4.0,271
lovely home on 38th street,Alon,Manhattan,Murray Hill,Entire home/apt,593.0,119.0,30,7,4.0,0
Modern Beautiful Duplex - Central Park North,Alex,Manhattan,Harlem,Entire home/apt,1007.0,201.0,21,55,5.0,1
Private Large Room in Upper Manhattan,Giulia,Manhattan,Inwood,Private room,270.0,54.0,1,2,5.0,238
Manhattan Club Suite,Hosteeva,Manhattan,Midtown,Entire home/apt,296.0,59.0,1,0,2.0,0
Beautiful sunny bedroom in central Williamsburg,Leah,Brooklyn,Williamsburg,Private room,468.0,94.0,1,18,4.0,49
Luxurious Apt3 with  Manhattan views on roof deck,Hugo,Brooklyn,Gowanus,Entire home/apt,185.0,37.0,4,70,5.0,174
Beautiful Boerum Hill Apartment,Tamera,Brooklyn,Boerum Hill,Entire home/apt,575.0,115.0,2,2,3.0,0
LOVE MANHATTAN 2,Ociel,Bronx,Mott Haven,Private room,1039.0,208.0,1,102,5.0,262
"Bright, spacious 1BR in great location",Brad,Manhattan,Chelsea,Entire home/apt,706.0,141.0,5,4,5.0,0
Private room in Bed-Stuy,Danielle,Brooklyn,Bedford-Stuyvesant,Private room,510.0,102.0,30,2,4.0,0
Private Sunny Apartment on the Upper East Side,Jessica,Manhattan,Upper East Side,Entire home/apt,899.0,180.0,3,20,3.0,157
The Regal Crash Suite,King,Manhattan,Harlem,Entire home/apt,577.0,115.0,1,51,3.0,67
Beautiful Light Filled 1 Bedroom in Kosher Apt,Esther,Brooklyn,East Flatbush,Private room,588.0,118.0,2,16,1.0,43
SUPER CLEAN.,Leatha,Brooklyn,Clinton Hill,Entire home/apt,653.0,131.0,2,52,2.0,361
JARED'S private Room. key lock entry/clean/quiet,Benny,Queens,Glendale,Private room,1098.0,220.0,5,2,4.0,365
4-Floor Unique Event Space 50P Cap. - #10299B,Rasmus,Manhattan,Harlem,Entire home/apt,729.0,146.0,1,2,2.0,150
"Sweet Spot - Calm, Clean, Comfy, Accessible",Matthew,Manhattan,Upper East Side,Entire home/apt,674.0,135.0,30,1,3.0,75
City View From Brooklynâ€“ 2Bd+2Bth,Said,Brooklyn,Clinton Hill,Entire home/apt,881.0,176.0,5,2,1.0,0
Large luxury private room in Williamsburg!,Tim,Brooklyn,Williamsburg,Private room,199.0,40.0,1,230,4.0,353
Heart of Harlem 1 BR Garden apt,John,Manhattan,Harlem,Entire home/apt,1135.0,227.0,5,17,1.0,36
Simple Spacious RM near Queens Center Mall & NYPD,Kazuya,Queens,Elmhurst,Private room,311.0,62.0,30,1,2.0,252
Large apartment in charming neighborhood,Marie Clare,Brooklyn,Greenpoint,Entire home/apt,410.0,82.0,3,8,1.0,113
Cozy Oasis is Clinton Hill.,Khorkhe,Brooklyn,Clinton Hill,Entire home/apt,300.0,60.0,3,15,4.0,41
Quintessential NYC Loft Space with Manhattan Views,James,Brooklyn,DUMBO,Entire home/apt,311.0,62.0,30,1,5.0,0
"Master Bedroom close to LGA ,JFK, and highways",Janet,Queens,Corona,Private room,621.0,124.0,1,29,3.0,333
Ashes Cove,Aston,Queens,Springfield Gardens,Entire home/apt,736.0,147.0,3,23,2.0,357
Beautiful Georgian Studio in the Heart of Chelsea,Chelsea Inn Hotel,Manhattan,Chelsea,Private room,284.0,57.0,1,78,3.0,14
Sonder | The Nash | Bold 1BR + Rooftop,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,75.0,15.0,29,0,4.0,360
Sophisticated 1 bedroom apt. in Midtown West!,Kara,Manhattan,Midtown,Entire home/apt,222.0,44.0,30,0,1.0,90
Unknown Listing,Rafael,Queens,East Elmhurst,Private room,551.0,110.0,1,17,3.0,0
Stunning 2BR Apt by Central Park and Subway,Saygin,Manhattan,East Harlem,Entire home/apt,626.0,125.0,3,111,1.0,155
"Clean Private Room, 10 min from 2 subway lines.",Ben,Brooklyn,Bedford-Stuyvesant,Private room,306.0,61.0,1,1,3.0,0
Big room near the park,Jonathan,Brooklyn,Flatbush,Private room,917.0,183.0,6,1,3.0,0
Clean and Cozy Room in Williamsburg!,Jackie,Brooklyn,Williamsburg,Private room,987.0,197.0,1,1,2.0,138
Comfortable and close to everything!,William,Manhattan,Midtown,Entire home/apt,1105.0,221.0,3,3,3.0,0
Fantastic Room in Williamsburg,Hillary,Brooklyn,Williamsburg,Private room,762.0,152.0,2,0,5.0,57
Wonderful living in 3B/3B Harlem Brownstone Duplex,Paulina,Manhattan,Harlem,Entire home/apt,975.0,195.0,1,52,2.0,256
Water View 2 Double Beds Hotel Room,Justin,Manhattan,Financial District,Private room,438.0,88.0,1,32,2.0,41
Beautiful private studio near central park,Lucia,Manhattan,East Harlem,Entire home/apt,1065.0,213.0,1,161,1.0,156
Stream-Pressed Paradise (Laundry Room Setup),Rita,Staten Island,Concord,Shared room,588.0,118.0,2,0,2.0,82
Beautiful NYC bedroom and neighborhood!,Marianel,Manhattan,Washington Heights,Private room,382.0,76.0,4,4,3.0,0
A Express Train Studio,Miss Carolyn,Brooklyn,Bedford-Stuyvesant,Entire home/apt,899.0,180.0,30,3,4.0,281
House Near Subway,Xin,Manhattan,Upper West Side,Entire home/apt,372.0,74.0,1,0,1.0,216
Fort Greene Sanctuary,Dylan,Brooklyn,Clinton Hill,Entire home/apt,274.0,55.0,4,1,5.0,0
BEDROOM PRIVATE COMFY NEAR 6 TRAIN NO CURFEW,Alicia,Bronx,Soundview,Private room,917.0,183.0,2,98,2.0,330
Charming 2BR Apartment: Central Williamsburg,Scott,Brooklyn,Williamsburg,Entire home/apt,613.0,123.0,3,21,1.0,210
Beautiful 2 BR Apt UES- Min 30 Days,Mor,Manhattan,Upper East Side,Entire home/apt,270.0,54.0,30,10,1.0,342
Quiet & Cozy Bushwick Bedroom,Nina,Brooklyn,Bushwick,Private room,1077.0,215.0,2,4,1.0,354
Private Room 2,Tae,Manhattan,Theater District,Private room,241.0,48.0,1,51,4.0,169
West Village Style and Charm-Vaccinated&Boostered,Michael,Manhattan,West Village,Private room,360.0,72.0,2,258,5.0,27
"Cozy, sparkle clean private studio!",Flore,Queens,Cambria Heights,Entire home/apt,292.0,58.0,20,53,5.0,309
Freshly NewPrivateROOM by the7train*15minToMidtown,Sam,Queens,Woodside,Private room,137.0,27.0,1,123,2.0,105
Modern room very near Manhattan with free pickup!,Jared,Queens,Sunnyside,Private room,1022.0,204.0,1,5,2.0,356
Sunny & Quaint NYC Loft in Chelsea/Meatpacking,Audrey,Manhattan,West Village,Entire home/apt,824.0,165.0,2,1,2.0,0
"Sunny, cosmopolitan and modern apartment.",Kofi,Manhattan,East Harlem,Entire home/apt,377.0,75.0,4,57,4.0,256
Downtown BK luxury apartment,David,Brooklyn,Downtown Brooklyn,Private room,636.0,127.0,21,0,3.0,0
Private bed & Bath 1/2 block from the A Express!,Amy,Manhattan,Washington Heights,Private room,276.0,55.0,2,24,5.0,119
Thanksgiving in Manhattan Luxury Suite,Xander,Manhattan,Midtown,Entire home/apt,498.0,100.0,2,4,5.0,137
Quiet Private Bedroom 10 min from 7 Train,RojÃ©,Queens,Sunnyside,Private room,747.0,149.0,28,22,3.0,4
Cozy Room Near JFK,Monisha,Queens,South Ozone Park,Private room,929.0,186.0,1,173,3.0,346
Modern room in Prospect Heights,George,Brooklyn,Prospect Heights,Private room,537.0,107.0,3,3,2.0,189
Great bars nearby & Quick 3min walk to Metro,Bedly Brooklyn,Brooklyn,Bedford-Stuyvesant,Private room,702.0,140.0,11,0,5.0,48
Bright Bushwick Diamond In The Rough,Michael,Brooklyn,Bushwick,Entire home/apt,723.0,145.0,1,247,3.0,0
Awesome Chelsea Manhattan Pad,Lisa,Manhattan,Chelsea,Private room,938.0,188.0,1,1,2.0,0
Park Slope Studio w/3 beds (15 Mins to Manhattan!),Susan,Brooklyn,South Slope,Entire home/apt,446.0,89.0,2,96,3.0,328
Apt in Heart of Hell's Kichen,Marissa,Manhattan,Hell's Kitchen,Private room,644.0,129.0,1,1,4.0,15
"The Architectâ€™s Suite w/ Private Bath, Near Metro",Felix,Bronx,Kingsbridge,Private room,157.0,31.0,3,54,2.0,64
Lg Private Rm wTerrace Midtown West,Ritza,Manhattan,Hell's Kitchen,Private room,1002.0,200.0,5,98,5.0,324
Bookcase Room with Hidden Door!,Kate,Brooklyn,Bushwick,Private room,585.0,117.0,5,70,2.0,177
"Near JFK & LaGuardia airport, cozy studio-style",Nhia,Queens,Queens Village,Private room,1013.0,203.0,1,47,3.0,348
"1BR Loft in Williamsburg, High Ceilings",John,Brooklyn,Williamsburg,Entire home/apt,968.0,194.0,2,0,3.0,10
Cozy bedroom in diverse neighborhood near JFK,Liza,Queens,Richmond Hill,Private room,902.0,180.0,2,0,2.0,24
